occupation_code,skill_name,importance_score
37-2012.00,Science,1.0
37-2012.00,Critical Thinking,2.75
37-2012.00,Active Learning,2.12
37-2012.00,Learning Strategies,2.12
37-2012.00,Monitoring,2.75
37-2021.00,Reading Comprehension,3.0
37-2021.00,Active Listening,3.75
37-2021.00,Writing,3.62
37-2021.00,Speaking,3.62
37-2021.00,Mathematics,2.62
37-2021.00,Science,2.0
37-2021.00,Critical Thinking,3.75
37-2021.00,Active Learning,3.12
37-2021.00,Learning Strategies,2.75
37-2021.00,Monitoring,3.62
37-3011.00,Reading Comprehension,2.0
37-3011.00,Active Listening,2.38
37-3011.00,Writing,1.75
37-3011.00,Speaking,2.38
37-3011.00,Mathematics,1.5
37-3011.00,Science,1.25
37-3011.00,Critical Thinking,2.62
37-3011.00,Active Learning,1.88
37-3011.00,Learning Strategies,1.75
37-3011.00,Monitoring,2.38
37-3012.00,Reading Comprehension,2.88
37-3012.00,Active Listening,2.88
37-3012.00,Writing,2.5
37-3012.00,Speaking,2.75
37-3012.00,Mathematics,2.12
37-3012.00,Science,1.88
37-3012.00,Critical Thinking,2.88
37-3012.00,Active Learning,2.5
37-3012.00,Learning Strategies,2.0
37-3012.00,Monitoring,2.62
37-3013.00,Reading Comprehension,2.62
37-3013.00,Active Listening,2.88
37-3013.00,Writing,2.5
37-3013.00,Speaking,3.0
37-3013.00,Mathematics,1.88
37-3013.00,Science,1.75
37-3013.00,Critical Thinking,3.25
37-3013.00,Active Learning,2.62
37-3013.00,Learning Strategies,2.25
37-3013.00,Monitoring,3.12
39-1013.00,Reading Comprehension,3.62
39-1013.00,Active Listening,3.75
39-1013.00,Writing,3.38
39-1013.00,Speaking,3.75
39-1013.00,Mathematics,2.62
39-1013.00,Science,1.25
39-1013.00,Critical Thinking,3.62
39-1013.00,Active Learning,3.0
39-1013.00,Learning Strategies,2.75
39-1013.00,Monitoring,3.88
39-1014.00,Reading Comprehension,3.38
39-1014.00,Active Listening,3.38
39-1014.00,Writing,3.25
39-1014.00,Speaking,3.5
39-1014.00,Mathematics,2.5
39-1014.00,Science,1.12
39-1014.00,Critical Thinking,3.38
39-1014.00,Active Learning,3.0
39-1014.00,Learning Strategies,3.0
39-1014.00,Monitoring,3.38
39-1022.00,Reading Comprehension,3.62
39-1022.00,Active Listening,3.88
39-1022.00,Writing,3.25
39-1022.00,Speaking,3.75
39-1022.00,Mathematics,2.12
39-1022.00,Science,1.38
39-1022.00,Critical Thinking,3.88
39-1022.00,Active Learning,3.12
39-1022.00,Learning Strategies,3.12
39-1022.00,Monitoring,3.25
39-2011.00,Reading Comprehension,2.88
39-2011.00,Active Listening,3.12
39-2011.00,Writing,2.88
39-2011.00,Speaking,3.5
39-2011.00,Mathematics,1.88
39-2011.00,Science,1.75
39-2011.00,Critical Thinking,3.38
39-2011.00,Active Learning,3.25
39-2011.00,Learning Strategies,3.5
39-2011.00,Monitoring,3.12
39-2021.00,Reading Comprehension,3.0
39-2021.00,Active Listening,3.0
39-2021.00,Writing,2.75
39-2021.00,Speaking,2.88
39-2021.00,Mathematics,2.0
39-2021.00,Science,1.5
39-2021.00,Critical Thinking,2.75
39-2021.00,Active Learning,2.38
39-2021.00,Learning Strategies,2.0
39-2021.00,Monitoring,3.12
39-3011.00,Reading Comprehension,3.0
39-3011.00,Active Listening,3.38
39-3011.00,Writing,2.25
39-3011.00,Speaking,3.38
39-3011.00,Mathematics,2.75
39-3011.00,Science,1.0
39-3011.00,Critical Thinking,2.75
39-3011.00,Active Learning,2.25
39-3011.00,Learning Strategies,2.0
39-3011.00,Monitoring,3.0
39-3012.00,Reading Comprehension,2.75
39-3012.00,Active Listening,3.5
39-3012.00,Writing,2.88
39-3012.00,Speaking,3.12
39-3012.00,Mathematics,3.0
39-3012.00,Science,1.25
39-3012.00,Critical Thinking,2.88
39-3012.00,Active Learning,2.62
39-3012.00,Learning Strategies,2.25
39-3012.00,Monitoring,3.12
39-3021.00,Reading Comprehension,3.0
39-3021.00,Active Listening,3.0
39-3021.00,Writing,2.12
39-3021.00,Speaking,3.0
39-3021.00,Mathematics,1.5
39-3021.00,Science,1.0
39-3021.00,Critical Thinking,2.88
39-3021.00,Active Learning,2.12
39-3021.00,Learning Strategies,2.0
39-3021.00,Monitoring,2.88
39-3031.00,Reading Comprehension,2.75
39-3031.00,Active Listening,3.12
39-3031.00,Writing,2.0
39-3031.00,Speaking,3.12
39-3031.00,Mathematics,1.75
39-3031.00,Science,1.0
39-3031.00,Critical Thinking,2.75
39-3031.00,Active Learning,2.5
39-3031.00,Learning Strategies,1.88
39-3031.00,Monitoring,2.75
39-3091.00,Reading Comprehension,2.38
39-3091.00,Active Listening,3.0
39-3091.00,Writing,2.5
39-3091.00,Speaking,3.25
39-3091.00,Mathematics,2.0
39-3091.00,Science,1.0
39-3091.00,Critical Thinking,2.75
39-3091.00,Active Learning,2.38
39-3091.00,Learning Strategies,2.12
39-3091.00,Monitoring,2.88
39-3092.00,Reading Comprehension,2.88
39-3092.00,Active Listening,3.12
39-3092.00,Writing,2.5
39-3092.00,Speaking,3.12
39-3092.00,Mathematics,1.5
39-3092.00,Science,1.0
39-3092.00,Critical Thinking,2.88
39-3092.00,Active Learning,2.5
39-3092.00,Learning Strategies,1.88
39-3092.00,Monitoring,3.12
39-3093.00,Reading Comprehension,2.75
39-3093.00,Active Listening,3.38
39-3093.00,Writing,2.38
39-3093.00,Speaking,3.38
39-3093.00,Mathematics,1.62
39-3093.00,Science,1.0
39-3093.00,Critical Thinking,2.38
39-3093.00,Active Learning,1.88
39-3093.00,Learning Strategies,1.5
39-3093.00,Monitoring,2.5
39-4011.00,Reading Comprehension,3.0
39-4011.00,Active Listening,3.75
39-4011.00,Writing,3.12
39-4011.00,Speaking,3.88
39-4011.00,Mathematics,2.0
39-4011.00,Science,2.62
39-4011.00,Critical Thinking,3.12
39-4011.00,Active Learning,3.0
39-4011.00,Learning Strategies,2.12
39-4011.00,Monitoring,3.0
39-4021.00,Reading Comprehension,2.75
39-4021.00,Active Listening,3.12
39-4021.00,Writing,2.25
39-4021.00,Speaking,3.0
39-4021.00,Mathematics,1.75
39-4021.00,Science,1.25
39-4021.00,Critical Thinking,2.62
39-4021.00,Active Learning,2.0
39-4021.00,Learning Strategies,2.0
39-4021.00,Monitoring,3.0
39-4031.00,Reading Comprehension,3.25
39-4031.00,Active Listening,4.12
39-4031.00,Writing,3.25
39-4031.00,Speaking,3.75
39-4031.00,Mathematics,2.75
39-4031.00,Science,1.75
39-4031.00,Critical Thinking,3.12
39-4031.00,Active Learning,3.0
39-4031.00,Learning Strategies,2.75
39-4031.00,Monitoring,3.0
39-5011.00,Reading Comprehension,2.75
39-5011.00,Active Listening,3.25
39-5011.00,Writing,2.25
39-5011.00,Speaking,3.12
39-5011.00,Mathematics,1.88
39-5011.00,Science,1.12
39-5011.00,Critical Thinking,2.62
39-5011.00,Active Learning,2.62
39-5011.00,Learning Strategies,2.25
39-5011.00,Monitoring,2.75
39-5012.00,Reading Comprehension,3.0
39-5012.00,Active Listening,3.88
39-5012.00,Writing,2.88
39-5012.00,Speaking,3.75
39-5012.00,Mathematics,2.38
39-5012.00,Science,1.62
39-5012.00,Critical Thinking,3.38
39-5012.00,Active Learning,3.25
39-5012.00,Learning Strategies,2.88
39-5012.00,Monitoring,3.0
39-5091.00,Reading Comprehension,3.62
39-5091.00,Active Listening,3.5
39-5091.00,Writing,2.88
39-5091.00,Speaking,3.75
39-5091.00,Mathematics,2.12
39-5091.00,Science,1.5
39-5091.00,Critical Thinking,3.25
39-5091.00,Active Learning,3.12
39-5091.00,Learning Strategies,2.75
39-5091.00,Monitoring,3.12
39-5092.00,Reading Comprehension,2.75
39-5092.00,Active Listening,3.0
39-5092.00,Writing,2.12
39-5092.00,Speaking,3.0
39-5092.00,Mathematics,1.88
39-5092.00,Science,1.0
39-5092.00,Critical Thinking,2.5
39-5092.00,Active Learning,2.75
39-5092.00,Learning Strategies,2.12
39-5092.00,Monitoring,2.62
39-5093.00,Reading Comprehension,2.5
39-5093.00,Active Listening,3.12
39-5093.00,Writing,2.38
39-5093.00,Speaking,3.25
39-5093.00,Mathematics,1.62
39-5093.00,Science,1.0
39-5093.00,Critical Thinking,2.5
39-5093.00,Active Learning,2.25
39-5093.00,Learning Strategies,2.0
39-5093.00,Monitoring,2.75
39-5094.00,Reading Comprehension,3.12
39-5094.00,Active Listening,3.5
39-5094.00,Writing,2.88
39-5094.00,Speaking,3.75
39-5094.00,Mathematics,2.0
39-5094.00,Science,1.38
39-5094.00,Critical Thinking,3.12
39-5094.00,Active Learning,3.0
39-5094.00,Learning Strategies,2.75
39-5094.00,Monitoring,3.25
39-6011.00,Reading Comprehension,2.88
39-6011.00,Active Listening,3.62
39-6011.00,Writing,2.75
39-6011.00,Speaking,3.62
39-6011.00,Mathematics,2.0
39-6011.00,Science,1.0
39-6011.00,Critical Thinking,3.0
39-6011.00,Active Learning,2.25
39-6011.00,Learning Strategies,2.25
39-6011.00,Monitoring,2.88
39-6012.00,Reading Comprehension,3.0
39-6012.00,Active Listening,4.0
39-6012.00,Writing,2.75
39-6012.00,Speaking,4.0
39-6012.00,Mathematics,2.0
39-6012.00,Science,1.0
39-6012.00,Critical Thinking,3.0
39-6012.00,Active Learning,2.88
39-6012.00,Learning Strategies,2.0
39-6012.00,Monitoring,3.0
39-7011.00,Reading Comprehension,3.0
39-7011.00,Active Listening,3.25
39-7011.00,Writing,2.25
39-7011.00,Speaking,3.88
39-7011.00,Mathematics,2.0
39-7011.00,Science,1.0
39-7011.00,Critical Thinking,2.88
39-7011.00,Active Learning,2.25
39-7011.00,Learning Strategies,2.25
39-7011.00,Monitoring,3.0
39-7012.00,Reading Comprehension,3.25
39-7012.00,Active Listening,3.88
39-7012.00,Writing,3.12
39-7012.00,Speaking,4.0
39-7012.00,Mathematics,2.5
39-7012.00,Science,1.0
39-7012.00,Critical Thinking,3.12
39-7012.00,Active Learning,3.12
39-7012.00,Learning Strategies,2.75
39-7012.00,Monitoring,3.0
39-9011.00,Reading Comprehension,3.0
39-9011.00,Active Listening,3.12
39-9011.00,Writing,3.0
39-9011.00,Speaking,3.12
39-9011.00,Mathematics,2.12
39-9011.00,Science,1.12
39-9011.00,Critical Thinking,3.12
39-9011.00,Active Learning,3.0
39-9011.00,Learning Strategies,3.0
39-9011.00,Monitoring,3.5
39-9011.01,Reading Comprehension,3.0
39-9011.01,Active Listening,3.88
39-9011.01,Writing,3.0
39-9011.01,Speaking,3.75
39-9011.01,Mathematics,1.62
39-9011.01,Science,1.62
39-9011.01,Critical Thinking,3.62
39-9011.01,Active Learning,3.0
39-9011.01,Learning Strategies,3.25
39-9011.01,Monitoring,3.88
39-9031.00,Reading Comprehension,3.0
39-9031.00,Active Listening,3.25
39-9031.00,Writing,2.62
39-9031.00,Speaking,3.62
39-9031.00,Mathematics,1.75
39-9031.00,Science,1.75
39-9031.00,Critical Thinking,3.0
39-9031.00,Active Learning,3.0
39-9031.00,Learning Strategies,3.12
39-9031.00,Monitoring,3.0
39-9032.00,Reading Comprehension,3.12
39-9032.00,Active Listening,4.0
39-9032.00,Writing,3.12
39-9032.00,Speaking,4.0
39-9032.00,Mathematics,2.12
39-9032.00,Science,1.62
39-9032.00,Critical Thinking,3.25
39-9032.00,Active Learning,3.12
39-9032.00,Learning Strategies,3.12
39-9032.00,Monitoring,3.75
39-9041.00,Reading Comprehension,3.12
39-9041.00,Active Listening,3.88
39-9041.00,Writing,3.0
39-9041.00,Speaking,3.75
39-9041.00,Mathematics,2.0
39-9041.00,Science,1.38
39-9041.00,Critical Thinking,3.62
39-9041.00,Active Learning,3.0
39-9041.00,Learning Strategies,2.75
39-9041.00,Monitoring,3.75
41-1011.00,Reading Comprehension,3.0
41-1011.00,Active Listening,3.88
41-1011.00,Writing,3.0
41-1011.00,Speaking,3.75
41-1011.00,Mathematics,2.75
41-1011.00,Science,1.0
41-1011.00,Critical Thinking,3.5
41-1011.00,Active Learning,3.0
41-1011.00,Learning Strategies,3.0
41-1011.00,Monitoring,3.5
41-1012.00,Reading Comprehension,3.62
41-1012.00,Active Listening,4.0
41-1012.00,Writing,3.62
41-1012.00,Speaking,4.0
41-1012.00,Mathematics,3.0
41-1012.00,Science,1.0
41-1012.00,Critical Thinking,3.62
41-1012.00,Active Learning,3.5
41-1012.00,Learning Strategies,3.25
41-1012.00,Monitoring,4.0
41-2011.00,Reading Comprehension,2.75
41-2011.00,Active Listening,3.0
41-2011.00,Writing,2.12
41-2011.00,Speaking,3.0
41-2011.00,Mathematics,2.62
41-2011.00,Science,1.25
41-2011.00,Critical Thinking,2.75
41-2011.00,Active Learning,2.0
41-2011.00,Learning Strategies,2.0
41-2011.00,Monitoring,2.62
41-2012.00,Reading Comprehension,3.12
41-2012.00,Active Listening,3.0
41-2012.00,Writing,2.75
41-2012.00,Speaking,3.0
41-2012.00,Mathematics,2.88
41-2012.00,Science,1.0
41-2012.00,Critical Thinking,2.88
41-2012.00,Active Learning,2.0
41-2012.00,Learning Strategies,2.0
41-2012.00,Monitoring,2.88
41-2021.00,Reading Comprehension,3.25
41-2021.00,Active Listening,3.75
41-2021.00,Writing,3.0
41-2021.00,Speaking,3.38
41-2021.00,Mathematics,2.25
41-2021.00,Science,1.0
41-2021.00,Critical Thinking,3.12
41-2021.00,Active Learning,2.75
41-2021.00,Learning Strategies,2.12
41-2021.00,Monitoring,3.0
41-2022.00,Reading Comprehension,3.62
41-2022.00,Active Listening,4.0
41-2022.00,Writing,3.0
41-2022.00,Speaking,4.0
41-2022.00,Mathematics,2.75
41-2022.00,Science,1.0
41-2022.00,Critical Thinking,3.25
41-2022.00,Active Learning,2.88
41-2022.00,Learning Strategies,2.38
41-2022.00,Monitoring,3.12
41-2031.00,Reading Comprehension,3.0
41-2031.00,Active Listening,3.75
41-2031.00,Writing,3.0
41-2031.00,Speaking,3.75
41-2031.00,Mathematics,2.62
41-2031.00,Science,1.0
41-2031.00,Critical Thinking,3.12
41-2031.00,Active Learning,3.0
41-2031.00,Learning Strategies,2.62
41-2031.00,Monitoring,3.0
41-3011.00,Reading Comprehension,3.62
41-3011.00,Active Listening,4.0
41-3011.00,Writing,3.25
41-3011.00,Speaking,4.12
41-3011.00,Mathematics,2.88
41-3011.00,Science,1.0
41-3011.00,Critical Thinking,3.25
41-3011.00,Active Learning,3.0
41-3011.00,Learning Strategies,2.75
41-3011.00,Monitoring,3.12
41-3021.00,Reading Comprehension,4.0
41-3021.00,Active Listening,3.88
41-3021.00,Writing,3.62
41-3021.00,Speaking,3.88
41-3021.00,Mathematics,3.0
41-3021.00,Science,1.12
41-3021.00,Critical Thinking,3.75
41-3021.00,Active Learning,3.0
41-3021.00,Learning Strategies,2.75
41-3021.00,Monitoring,2.88
41-3031.00,Reading Comprehension,3.5
41-3031.00,Active Listening,3.75
41-3031.00,Writing,3.38
41-3031.00,Speaking,3.5
41-3031.00,Mathematics,3.12
41-3031.00,Science,1.25
41-3031.00,Critical Thinking,3.75
41-3031.00,Active Learning,3.5
41-3031.00,Learning Strategies,2.62
41-3031.00,Monitoring,3.62
41-3041.00,Reading Comprehension,4.0
41-3041.00,Active Listening,4.12
41-3041.00,Writing,3.12
41-3041.00,Speaking,4.0
41-3041.00,Mathematics,2.88
41-3041.00,Science,1.25
41-3041.00,Critical Thinking,3.12
41-3041.00,Active Learning,3.12
41-3041.00,Learning Strategies,2.5
41-3041.00,Monitoring,3.0
41-3091.00,Reading Comprehension,3.62
41-3091.00,Active Listening,3.88
41-3091.00,Writing,3.38
41-3091.00,Speaking,3.88
41-3091.00,Mathematics,2.62
41-3091.00,Science,1.0
41-3091.00,Critical Thinking,3.38
41-3091.00,Active Learning,3.38
41-3091.00,Learning Strategies,2.38
41-3091.00,Monitoring,3.12
41-4011.00,Reading Comprehension,3.75
41-4011.00,Active Listening,4.12
41-4011.00,Writing,3.38
41-4011.00,Speaking,4.25
41-4011.00,Mathematics,2.88
41-4011.00,Science,1.5
41-4011.00,Critical Thinking,3.38
41-4011.00,Active Learning,3.5
41-4011.00,Learning Strategies,2.75
41-4011.00,Monitoring,3.12
41-4011.07,Reading Comprehension,3.62
41-4011.07,Active Listening,3.5
41-4011.07,Writing,3.12
41-4011.07,Speaking,4.0
41-4011.07,Mathematics,2.75
41-4011.07,Science,1.38
41-4011.07,Critical Thinking,3.5
41-4011.07,Active Learning,3.12
41-4011.07,Learning Strategies,2.75
41-4011.07,Monitoring,3.0
41-4012.00,Reading Comprehension,3.38
41-4012.00,Active Listening,4.0
41-4012.00,Writing,3.25
41-4012.00,Speaking,4.0
41-4012.00,Mathematics,2.25
41-4012.00,Science,1.0
41-4012.00,Critical Thinking,3.5
41-4012.00,Active Learning,3.12
41-4012.00,Learning Strategies,2.25
41-4012.00,Monitoring,3.12
41-9011.00,Reading Comprehension,3.25
41-9011.00,Active Listening,3.88
41-9011.00,Writing,3.0
41-9011.00,Speaking,3.88
41-9011.00,Mathematics,2.12
41-9011.00,Science,1.0
41-9011.00,Critical Thinking,3.0
41-9011.00,Active Learning,2.88
41-9011.00,Learning Strategies,2.75
41-9011.00,Monitoring,3.0
41-9012.00,Reading Comprehension,2.5
41-9012.00,Active Listening,2.75
41-9012.00,Writing,2.0
41-9012.00,Speaking,2.75
41-9012.00,Mathematics,1.25
41-9012.00,Science,1.0
41-9012.00,Critical Thinking,2.62
41-9012.00,Active Learning,1.88
41-9012.00,Learning Strategies,1.12
41-9012.00,Monitoring,1.88
41-9021.00,Reading Comprehension,4.0
41-9021.00,Active Listening,4.0
41-9021.00,Writing,3.38
41-9021.00,Speaking,4.0
41-9021.00,Mathematics,3.0
41-9021.00,Science,1.0
41-9021.00,Critical Thinking,3.88
41-9021.00,Active Learning,4.0
41-9021.00,Learning Strategies,2.12
41-9021.00,Monitoring,3.0
41-9022.00,Reading Comprehension,3.38
41-9022.00,Active Listening,4.0
41-9022.00,Writing,3.25
41-9022.00,Speaking,4.0
41-9022.00,Mathematics,3.0
41-9022.00,Science,1.0
41-9022.00,Critical Thinking,3.62
41-9022.00,Active Learning,3.25
41-9022.00,Learning Strategies,2.5
41-9022.00,Monitoring,3.0
41-9031.00,Reading Comprehension,4.0
41-9031.00,Active Listening,4.0
41-9031.00,Writing,3.75
41-9031.00,Speaking,4.12
41-9031.00,Mathematics,3.0
41-9031.00,Science,2.12
41-9031.00,Critical Thinking,4.0
41-9031.00,Active Learning,3.75
41-9031.00,Learning Strategies,3.0
41-9031.00,Monitoring,2.88
41-9041.00,Reading Comprehension,3.25
41-9041.00,Active Listening,4.0
41-9041.00,Writing,2.5
41-9041.00,Speaking,4.12
41-9041.00,Mathematics,1.38
41-9041.00,Science,1.0
41-9041.00,Critical Thinking,3.0
41-9041.00,Active Learning,2.0
41-9041.00,Learning Strategies,1.5
41-9041.00,Monitoring,2.25
41-9091.00,Reading Comprehension,3.0
41-9091.00,Active Listening,3.38
41-9091.00,Writing,2.88
41-9091.00,Speaking,4.0
41-9091.00,Mathematics,1.88
41-9091.00,Science,1.0
41-9091.00,Critical Thinking,2.88
41-9091.00,Active Learning,2.62
41-9091.00,Learning Strategies,2.25
41-9091.00,Monitoring,2.75
43-1011.00,Reading Comprehension,4.0
43-1011.00,Active Listening,4.0
43-1011.00,Writing,3.75
43-1011.00,Speaking,4.0
43-1011.00,Mathematics,2.75
43-1011.00,Science,1.0
43-1011.00,Critical Thinking,3.88
43-1011.00,Active Learning,3.75
43-1011.00,Learning Strategies,3.62
43-1011.00,Monitoring,4.0
43-2011.00,Reading Comprehension,3.0
43-2011.00,Active Listening,4.0
43-2011.00,Writing,2.75
43-2011.00,Speaking,3.88
43-2011.00,Mathematics,1.88
43-2011.00,Science,1.0
43-2011.00,Critical Thinking,2.75
43-2011.00,Active Learning,2.5
43-2011.00,Learning Strategies,2.0
43-2011.00,Monitoring,2.88
43-2021.00,Reading Comprehension,3.0
43-2021.00,Active Listening,4.0
43-2021.00,Writing,2.25
43-2021.00,Speaking,4.0
43-2021.00,Mathematics,1.88
43-2021.00,Science,1.0
43-2021.00,Critical Thinking,3.0
43-2021.00,Active Learning,2.25
43-2021.00,Learning Strategies,2.0
43-2021.00,Monitoring,2.75
43-3011.00,Reading Comprehension,3.12
43-3011.00,Active Listening,3.88
43-3011.00,Writing,3.25
43-3011.00,Speaking,3.88
43-3011.00,Mathematics,2.62
43-3011.00,Science,1.0
43-3011.00,Critical Thinking,3.12
43-3011.00,Active Learning,2.88
43-3011.00,Learning Strategies,2.12
43-3011.00,Monitoring,3.0
43-3021.00,Reading Comprehension,3.75
43-3021.00,Active Listening,3.0
43-3021.00,Writing,3.0
43-3021.00,Speaking,3.12
43-3021.00,Mathematics,3.0
43-3021.00,Science,1.0
43-3021.00,Critical Thinking,3.0
43-3021.00,Active Learning,2.62
43-3021.00,Learning Strategies,2.12
43-3021.00,Monitoring,3.0
43-3031.00,Reading Comprehension,3.25
43-3031.00,Active Listening,3.25
43-3031.00,Writing,3.12
43-3031.00,Speaking,3.12
43-3031.00,Mathematics,3.38
43-3031.00,Science,1.12
43-3031.00,Critical Thinking,3.25
43-3031.00,Active Learning,2.75
43-3031.00,Learning Strategies,2.0
43-3031.00,Monitoring,3.0
43-3041.00,Reading Comprehension,3.0
43-3041.00,Active Listening,3.25
43-3041.00,Writing,3.0
43-3041.00,Speaking,3.5
43-3041.00,Mathematics,3.25
43-3041.00,Science,1.0
43-3041.00,Critical Thinking,3.0
43-3041.00,Active Learning,2.38
43-3041.00,Learning Strategies,2.38
43-3041.00,Monitoring,3.0
43-3051.00,Reading Comprehension,3.88
43-3051.00,Active Listening,3.75
43-3051.00,Writing,3.12
43-3051.00,Speaking,3.12
43-3051.00,Mathematics,3.25
43-3051.00,Science,1.0
43-3051.00,Critical Thinking,3.12
43-3051.00,Active Learning,2.75
43-3051.00,Learning Strategies,2.25
43-3051.00,Monitoring,3.0
43-3061.00,Reading Comprehension,4.0
43-3061.00,Active Listening,3.88
43-3061.00,Writing,3.62
43-3061.00,Speaking,4.0
43-3061.00,Mathematics,3.0
43-3061.00,Science,1.0
43-3061.00,Critical Thinking,3.75
43-3061.00,Active Learning,3.25
43-3061.00,Learning Strategies,2.38
43-3061.00,Monitoring,3.62
43-3071.00,Reading Comprehension,3.12
43-3071.00,Active Listening,3.5
43-3071.00,Writing,3.0
43-3071.00,Speaking,3.25
43-3071.00,Mathematics,3.0
43-3071.00,Science,1.0
43-3071.00,Critical Thinking,3.12
43-3071.00,Active Learning,2.88
43-3071.00,Learning Strategies,2.25
43-3071.00,Monitoring,3.12
43-4011.00,Reading Comprehension,3.75
43-4011.00,Active Listening,3.88
43-4011.00,Writing,3.12
43-4011.00,Speaking,3.88
43-4011.00,Mathematics,3.0
43-4011.00,Science,1.0
43-4011.00,Critical Thinking,3.38
43-4011.00,Active Learning,3.0
43-4011.00,Learning Strategies,2.62
43-4011.00,Monitoring,3.12
43-4021.00,Reading Comprehension,3.75
43-4021.00,Active Listening,3.75
43-4021.00,Writing,4.0
43-4021.00,Speaking,3.5
43-4021.00,Mathematics,2.75
43-4021.00,Science,1.25
43-4021.00,Critical Thinking,3.38
43-4021.00,Active Learning,2.75
43-4021.00,Learning Strategies,2.62
43-4021.00,Monitoring,2.88
43-4031.00,Reading Comprehension,3.25
43-4031.00,Active Listening,3.88
43-4031.00,Writing,3.12
43-4031.00,Speaking,3.75
43-4031.00,Mathematics,2.12
43-4031.00,Science,1.0
43-4031.00,Critical Thinking,3.12
43-4031.00,Active Learning,2.75
43-4031.00,Learning Strategies,2.38
43-4031.00,Monitoring,3.0
