EmployeeNumber,current_skill
1358,Critical Thinking
1358,Microsoft Excel
1358,Science
1358,Reading Comprehension
1360,Critical Thinking
1360,Speaking
1360,Active Listening
1360,Monitoring
1360,Microsoft PowerPoint
1361,Active Listening
1361,Critical Thinking
1361,Writing
1361,Science
1361,Reading Comprehension
1361,Microsoft Outlook
1362,Speaking
1362,Monitoring
1362,Active Listening
1362,Microsoft PowerPoint
1362,Microsoft Office software
1362,Microsoft Excel
1362,Critical Thinking
1362,Microsoft Outlook
1363,Microsoft Office software
1363,Monitoring
1363,Microsoft PowerPoint
1363,Microsoft Outlook
1363,Active Listening
1363,Speaking
1363,Learning Strategies
1364,Microsoft Office software
1364,Reading Comprehension
1364,Critical Thinking
1364,Active Learning
1364,Microsoft Excel
1364,Speaking
1364,Writing
1367,Microsoft Office software
1367,Learning Strategies
1367,Active Listening
1367,Monitoring
1367,Reading Comprehension
1367,Microsoft Outlook
1368,Microsoft Office software
1368,Microsoft Excel
1368,Reading Comprehension
1368,Critical Thinking
1368,Active Listening
1368,Writing
1369,Writing
1369,Microsoft Outlook
1369,Critical Thinking
1369,Reading Comprehension
1369,Microsoft Excel
1371,Critical Thinking
1371,Microsoft Office software
1371,Speaking
1371,Microsoft Excel
1371,Monitoring
1371,Active Listening
1372,Microsoft Office software
1372,Reading Comprehension
1372,Active Learning
1372,Microsoft PowerPoint
1372,Microsoft Outlook
1372,Active Listening
1373,Microsoft Excel
1373,Active Listening
1373,Critical Thinking
1373,Microsoft Outlook
1373,Microsoft PowerPoint
1373,Microsoft Office software
1374,Reading Comprehension
1374,Microsoft PowerPoint
1374,Microsoft Office software
1374,Microsoft Excel
1374,Writing
1374,Science
1374,Critical Thinking
1374,Active Listening
1375,Writing
1375,Speaking
1375,Microsoft Excel
1375,Active Learning
1375,Microsoft Office software
1375,Reading Comprehension
1377,Reading Comprehension
1377,Microsoft Office software
1377,Microsoft Excel
1377,Science
1377,Critical Thinking
1377,Active Listening
1379,Microsoft Excel
1379,Active Listening
1379,Writing
1379,Salesforce software
1379,Microsoft Office software
1379,Reading Comprehension
1380,Active Learning
1380,Microsoft Office software
1380,Microsoft Excel
1380,Monitoring
1380,Active Listening
1380,Speaking
1380,Microsoft PowerPoint
1380,Reading Comprehension
1380,Microsoft Outlook
1382,Microsoft Excel
1382,Writing
1382,Monitoring
1382,Critical Thinking
1382,Active Listening
1382,Microsoft PowerPoint
1382,Reading Comprehension
1382,Science
1383,Reading Comprehension
1383,Critical Thinking
1383,Writing
1383,Active Listening
1383,Microsoft Office software
1383,Salesforce software
1383,Microsoft Outlook
1383,Speaking
1387,Active Listening
1387,Microsoft PowerPoint
1387,Speaking
1387,Reading Comprehension
1387,Active Learning
1389,Active Listening
1389,Critical Thinking
1389,Reading Comprehension
1389,Microsoft Office software
1389,Microsoft Excel
1389,Monitoring
1389,Microsoft PowerPoint
1389,Learning Strategies
1389,Speaking
1390,Active Listening
1390,Microsoft Office software
1390,Microsoft PowerPoint
1390,Speaking
1390,Monitoring
1390,Critical Thinking
1390,Microsoft Outlook
1390,Reading Comprehension
1391,Active Listening
1391,Speaking
1391,Monitoring
1391,Active Learning
1391,Microsoft Office software
1391,Critical Thinking
1391,Microsoft Outlook
1392,Microsoft PowerPoint
1392,Active Listening
1392,Monitoring
1392,Writing
1392,Science
1392,Reading Comprehension
1394,Active Listening
1394,Monitoring
1394,Microsoft PowerPoint
1394,Microsoft Office software
1394,Microsoft Excel
1394,Science
1394,Writing
1395,Active Learning
1395,Speaking
1395,Microsoft PowerPoint
1395,Reading Comprehension
1395,Critical Thinking
1396,Active Listening
1396,Active Learning
1396,Monitoring
1396,Microsoft Office software
1396,Reading Comprehension
1396,Microsoft PowerPoint
1396,Speaking
1397,Microsoft Office software
1397,Critical Thinking
1397,Reading Comprehension
1397,Speaking
1397,Salesforce software
1397,Active Learning
1397,Writing
1399,Active Listening
1399,Reading Comprehension
1399,Active Learning
1399,Microsoft Outlook
1399,Microsoft PowerPoint
1399,Speaking
1399,Microsoft Office software
1401,Learning Strategies
1401,Critical Thinking
1401,Microsoft Office software
1401,Microsoft Excel
1401,Monitoring
1401,Microsoft PowerPoint
1401,Active Listening
1401,Microsoft Outlook
1402,Active Listening
1402,Microsoft Office software
1402,Microsoft PowerPoint
1402,Writing
1402,Science
1402,Critical Thinking
1403,Speaking
1403,Active Learning
1403,Critical Thinking
1403,Monitoring
1403,Active Listening
1403,Microsoft Excel
1403,Microsoft Office software
1405,Reading Comprehension
1405,Microsoft PowerPoint
1405,Science
1405,Microsoft Office software
1405,Microsoft Excel
1405,Active Listening
1407,Reading Comprehension
1407,Writing
1407,Critical Thinking
1407,Science
1407,Active Listening
1407,Microsoft Excel
1407,Microsoft Office software
1408,Reading Comprehension
1408,Microsoft Office software
1408,Critical Thinking
1408,Speaking
1408,Active Listening
1408,Monitoring
1409,Active Listening
1409,Microsoft Office software
1409,Critical Thinking
1409,Science
1409,Reading Comprehension
1409,Monitoring
1409,Microsoft Excel
1411,Active Listening
1411,Critical Thinking
1411,Science
1411,Microsoft Office software
1411,Microsoft Excel
1411,Microsoft Outlook
1411,Writing
1412,Speaking
1412,Microsoft Excel
1412,Critical Thinking
1412,Reading Comprehension
1412,Microsoft PowerPoint
1412,Microsoft Outlook
1415,Microsoft Office software
1415,Microsoft Outlook
1415,Critical Thinking
1415,Microsoft Excel
1415,Writing
1415,Active Listening
1417,Microsoft Outlook
1417,Critical Thinking
1417,Microsoft Excel
1417,Reading Comprehension
1417,Writing
1419,Active Listening
1419,Speaking
1419,Writing
1419,Active Learning
1419,Reading Comprehension
1419,Applicant tracking software
1419,Microsoft Office software
1419,Microsoft Outlook
1420,Monitoring
1420,Critical Thinking
1420,Writing
1420,Science
1420,Microsoft Outlook
1421,Salesforce software
1421,Active Listening
1421,Critical Thinking
1421,Active Learning
1421,Speaking
1421,Microsoft Excel
1421,Writing
1421,Reading Comprehension
1421,Microsoft Outlook
1422,Critical Thinking
1422,Science
1422,Microsoft Office software
1422,Reading Comprehension
1422,Microsoft PowerPoint
1422,Monitoring
1423,Monitoring
1423,Microsoft Excel
1423,Microsoft Office software
1423,Writing
1423,Active Listening
1423,Science
1424,Writing
1424,Microsoft Excel
1424,Critical Thinking
1424,Reading Comprehension
1424,Monitoring
1425,Critical Thinking
1425,Monitoring
1425,Microsoft Office software
1425,Reading Comprehension
1425,Active Learning
1425,Active Listening
1427,Microsoft Office software
1427,Reading Comprehension
1427,Writing
1427,Active Learning
1427,Active Listening
1428,Monitoring
1428,Active Listening
1428,Microsoft PowerPoint
1428,Active Learning
1428,Critical Thinking
1428,Microsoft Excel
1428,Reading Comprehension
1428,Speaking
1430,Critical Thinking
1430,Monitoring
1430,Writing
1430,Reading Comprehension
1430,Microsoft Excel
1431,Monitoring
1431,Microsoft Excel
1431,Writing
1431,Microsoft PowerPoint
1431,Critical Thinking
1431,Active Listening
1431,Science
1433,Writing
1433,Monitoring
1433,Science
1433,Active Listening
1433,Microsoft Excel
1434,Microsoft Outlook
1434,Reading Comprehension
1434,Microsoft Office software
1434,Critical Thinking
1434,Writing
1435,Science
1435,Reading Comprehension
1435,Monitoring
1435,Critical Thinking
1435,Active Listening
1435,Writing
1436,Microsoft Office software
1436,Microsoft Excel
1436,Critical Thinking
1436,Reading Comprehension
1436,Active Listening
1438,Science
1438,Microsoft PowerPoint
1438,Reading Comprehension
1438,Active Listening
1438,Microsoft Office software
1438,Monitoring
1438,Critical Thinking
1438,Writing
1439,Writing
1439,Microsoft Office software
1439,Active Learning
1439,Reading Comprehension
1439,Active Listening
1439,Salesforce software
1439,Critical Thinking
1440,Microsoft Outlook
1440,Microsoft Excel
1440,Active Listening
1440,Monitoring
1440,Writing
1440,Critical Thinking
1440,Science
1441,Critical Thinking
1441,Reading Comprehension
1441,Science
1441,Microsoft PowerPoint
1441,Active Listening
1441,Microsoft Office software
1441,Monitoring
1443,Monitoring
1443,Reading Comprehension
1443,Critical Thinking
1443,Writing
1443,Science
1443,Microsoft PowerPoint
1443,Active Listening
1445,Microsoft Outlook
1445,Active Learning
1445,Speaking
1445,Monitoring
1445,Microsoft PowerPoint
1445,Reading Comprehension
1446,Microsoft Excel
1446,Monitoring
1446,Microsoft Outlook
1446,Microsoft PowerPoint
1446,Speaking
1446,Microsoft Office software
1446,Reading Comprehension
1446,Active Listening
1447,Microsoft Outlook
1447,Monitoring
1447,Active Listening
1447,Microsoft Office software
1447,Critical Thinking
1448,Monitoring
1448,Critical Thinking
1448,Microsoft Office software
1448,Writing
1448,Active Listening
1448,Reading Comprehension
1449,Microsoft Office software
1449,Critical Thinking
1449,Writing
1449,Science
1449,Microsoft Outlook
1453,Monitoring
1453,Reading Comprehension
1453,Active Listening
1453,Critical Thinking
1453,Microsoft Outlook
1453,Microsoft PowerPoint
1453,Microsoft Excel
1453,Microsoft Office software
1457,Speaking
1457,Microsoft PowerPoint
1457,Active Listening
1457,Critical Thinking
1457,Reading Comprehension
1457,Monitoring
1458,Active Listening
1458,Microsoft Office software
1458,Science
1458,Monitoring
1458,Reading Comprehension
1459,Speaking
1459,Monitoring
1459,Active Listening
1459,Microsoft Excel
1459,Microsoft Office software
1459,Microsoft Outlook
1459,Learning Strategies
1460,Active Learning
1460,Microsoft Excel
1460,Salesforce software
1460,Microsoft Office software
1460,Active Listening
1460,Microsoft Outlook
1460,Critical Thinking
1461,Speaking
1461,Active Listening
1461,Microsoft Excel
1461,Reading Comprehension
1461,Active Learning
1461,Critical Thinking
1464,Microsoft Outlook
1464,Science
1464,Reading Comprehension
1464,Microsoft Office software
1464,Monitoring
1464,Microsoft Excel
1465,Critical Thinking
1465,Reading Comprehension
1465,Monitoring
1465,Microsoft Outlook
1465,Microsoft Office software
1465,Microsoft Excel
1465,Learning Strategies
1466,Microsoft PowerPoint
1466,Microsoft Office software
1466,Reading Comprehension
1466,Critical Thinking
1466,Speaking
1466,Microsoft Excel
1467,Reading Comprehension
1467,Critical Thinking
1467,Microsoft Outlook
1467,Speaking
1467,Microsoft Office software
1467,Active Learning
1468,Writing
1468,Microsoft Excel
1468,Active Listening
1468,Microsoft PowerPoint
1468,Microsoft Office software
1468,Monitoring
1469,Active Learning
1469,Microsoft Office software
1469,Speaking
1469,Active Listening
1469,Microsoft PowerPoint
1469,Microsoft Excel
1471,Microsoft Outlook
1471,Microsoft Excel
1471,Active Listening
1471,Monitoring
1471,Writing
1471,Microsoft Office software
1471,Science
1471,Critical Thinking
1472,Microsoft Excel
1472,Microsoft PowerPoint
1472,Science
1472,Microsoft Office software
1472,Monitoring
1472,Writing
1472,Reading Comprehension
1473,Speaking
1473,Writing
1473,Microsoft Office software
1473,Microsoft Excel
1473,Salesforce software
1473,Microsoft Outlook
1473,Active Listening
1473,Reading Comprehension
1473,Active Learning
1474,Active Listening
1474,Monitoring
1474,Reading Comprehension
1474,Science
1474,Microsoft Office software
1475,Critical Thinking
1475,Microsoft PowerPoint
1475,Microsoft Excel
1475,Science
1475,Reading Comprehension
1477,Microsoft Excel
1477,Microsoft Office software
1477,Microsoft PowerPoint
1477,Active Listening
1477,Monitoring
1477,Speaking
1477,Critical Thinking
1478,Active Learning
1478,Microsoft Excel
1478,Monitoring
1478,Reading Comprehension
1478,Active Listening
1478,Microsoft PowerPoint
1478,Critical Thinking
1478,Speaking
1479,Critical Thinking
1479,Active Listening
1479,Active Learning
1479,Microsoft Excel
1479,Speaking
1479,Reading Comprehension
1479,Monitoring
1479,Microsoft PowerPoint
1480,Writing
1480,Reading Comprehension
1480,Critical Thinking
1480,Microsoft Excel
1480,Active Listening
1480,Microsoft Office software
1480,Monitoring
1480,Microsoft Outlook
1481,Reading Comprehension
1481,Microsoft Excel
1481,Active Listening
1481,Active Learning
1481,Speaking
1481,Monitoring
1481,Microsoft Office software
1482,Writing
1482,Monitoring
1482,Microsoft Excel
1482,Active Listening
1482,Science
1482,Critical Thinking
1483,Active Listening
1483,Writing
1483,Microsoft Excel
1483,Reading Comprehension
1483,Critical Thinking
1484,Speaking
1484,Microsoft Office software
1484,Microsoft Excel
1484,Microsoft Outlook
1484,Active Learning
1484,Writing
1484,Critical Thinking
1484,Salesforce software
1485,Microsoft Excel
1485,Microsoft Office software
1485,Monitoring
1485,Microsoft PowerPoint
1485,Critical Thinking
1486,Salesforce software
1486,Microsoft Excel
1486,Speaking
1486,Critical Thinking
1486,Microsoft Office software
1486,Active Listening
1487,Reading Comprehension
1487,Active Listening
1487,Monitoring
1487,Microsoft Outlook
1487,Speaking
1487,Microsoft Excel
1487,Microsoft PowerPoint
1487,Critical Thinking
1489,Microsoft Office software
1489,Reading Comprehension
1489,Monitoring
1489,Active Listening
1489,Microsoft PowerPoint
1489,Microsoft Outlook
1492,Active Learning
1492,Critical Thinking
1492,Salesforce software
1492,Speaking
1492,Microsoft Office software
1492,Writing
1492,Microsoft Excel
1492,Active Listening
1494,Science
1494,Monitoring
1494,Microsoft Office software
1494,Active Listening
1494,Reading Comprehension
1494,Microsoft Outlook
1494,Writing
1495,Reading Comprehension
1495,Critical Thinking
1495,Microsoft Office software
1495,Speaking
1495,Active Listening
1495,Microsoft Excel
1496,Monitoring
1496,Microsoft PowerPoint
1496,Active Listening
1496,Microsoft Excel
1496,Microsoft Office software
1496,Critical Thinking
1496,Reading Comprehension
1497,Speaking
1497,Microsoft Excel
1497,Active Learning
1497,Microsoft Outlook
1497,Reading Comprehension
1497,Critical Thinking
1497,Monitoring
1497,Active Listening
1499,Reading Comprehension
1499,Microsoft Outlook
1499,Critical Thinking
1499,Active Listening
1499,Active Learning
1499,Speaking
1499,Writing
1499,Microsoft Excel
1501,Critical Thinking
1501,Microsoft Excel
1501,Active Listening
1501,Microsoft Office software
1501,Salesforce software
1501,Reading Comprehension
1502,Active Listening
1502,Science
1502,Reading Comprehension
1502,Critical Thinking
1502,Microsoft Outlook
1502,Writing
1502,Microsoft Excel
1503,Microsoft PowerPoint
1503,Reading Comprehension
1503,Microsoft Outlook
1503,Speaking
1503,Monitoring
1503,Active Listening
1503,Microsoft Office software
1503,Microsoft Excel
1503,Active Learning
1504,Critical Thinking
1504,Monitoring
1504,Microsoft Excel
1504,Reading Comprehension
1504,Writing
1504,Active Listening
1504,Microsoft Office software
1506,Reading Comprehension
1506,Microsoft PowerPoint
1506,Monitoring
1506,Microsoft Excel
1506,Writing
1507,Active Learning
1507,Monitoring
1507,Microsoft Outlook
1507,Microsoft Excel
1507,Active Listening
1507,Speaking
1507,Reading Comprehension
1507,Microsoft Office software
1509,Monitoring
1509,Microsoft Excel
1509,Writing
1509,Microsoft Outlook
1509,Critical Thinking
1513,Critical Thinking
1513,Monitoring
1513,Science
1513,Microsoft Excel
1513,Microsoft Office software
1513,Reading Comprehension
1514,Learning Strategies
1514,Microsoft Office software
1514,Critical Thinking
1514,Active Listening
1514,Microsoft Outlook
1514,Monitoring
1514,Microsoft Excel
1515,Microsoft Office software
1515,Writing
1515,Reading Comprehension
1515,Active Listening
1515,Active Learning
1515,Critical Thinking
1515,Microsoft Excel
1516,Microsoft Office software
1516,Active Learning
1516,Critical Thinking
1516,Monitoring
1516,Microsoft PowerPoint
1520,Microsoft Excel
1520,Microsoft PowerPoint
